#Data_base;CNPJ_da_Administradora;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_consorciados_ativos_contemplados_por_lance;Quantidade_de_consorciados_ativos_contemplados_por_sorteio;Quantidade_de_consorciados_ativos_não_contemplados;Quantidade_de_consorciados_excluídos_contemplados;Quantidade_de_consorciados_excluídos_não_contemplados;Quantidade_de_consorciados_ativos_contemplados_por_lance_no_trimestre;Quantidade_de_consorciados_ativos_contemplados_por_sorteio_no_trimestre;Quantidade_de_consorciados_excluídos_contemplados_no_trimestre;Quantidade_de_adesões_no_trimestre
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;RJ;0;0;0;1;0;0;0;0;0
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;RN;0;0;0;1;0;0;0;0;0
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;RN;1;0;0;0;1;0;0;0;0
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;6;RN;4;0;1;0;3;0;0;0;1
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;RO;0;1;0;0;1;0;0;0;0
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;RS;353;147;225;59;444;3;3;1;1
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;RS;51;37;49;26;13;1;2;2;3
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;6;RS;7;10;3;4;10;1;0;0;1
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;SC;1003;570;2632;640;4739;30;17;22;189
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;SC;740;347;700;258;285;43;16;12;110
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;6;SC;15;79;35;43;34;3;8;4;0
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;SP;31;7;90;3;53;8;0;0;6
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;3;SP;13;8;9;3;4;0;1;0;0
202409;83553883;UNIÃO CATARINENSE ADM CONS LTD                              ;1;TO;0;0;0;0;2;0;0;0;0
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;AC;1;1;173;0;140;0;0;0;59
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;AC;7;4;42;3;35;1;0;1;1
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;AC;16;4;86;7;87;0;1;0;16
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;AL;3;5;609;6;429;0;0;0;107
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;AL;23;1;39;6;55;4;0;1;2
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;AL;27;4;238;11;153;4;0;2;46
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;AL;0;0;6;0;6;0;0;0;3
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;AM;5;0;439;6;320;1;0;3;129
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;AM;45;28;100;10;80;1;0;1;6
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;AM;19;12;126;7;106;1;2;0;20
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;AM;7;0;6;2;7;0;0;0;3
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;AP;0;0;113;3;37;0;0;0;60
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;AP;20;0;2;11;9;0;0;2;1
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;AP;12;0;32;3;50;0;0;0;6
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;AP;0;0;2;0;1;0;0;0;2
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;BA;41;6;1297;23;1043;6;1;0;264
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;BA;555;89;661;77;653;47;4;5;90
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;BA;221;54;743;40;655;24;3;8;102
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;BA;4;1;23;0;13;0;1;0;7
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;CE;67;19;603;8;654;2;0;1;221
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;CE;176;43;218;33;263;10;5;3;12
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;CE;47;9;194;13;158;11;0;2;45
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;CE;2;0;7;0;5;1;0;0;5
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;DF;57;6;964;9;653;5;1;0;210
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;DF;89;16;82;5;64;4;1;0;7
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;DF;128;12;496;8;160;16;1;4;78
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;DF;8;0;19;1;4;1;0;0;5
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;ES;19;2;707;3;294;2;1;0;179
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;ES;59;30;114;18;85;3;2;3;3
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;ES;38;9;235;6;142;6;1;2;42
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;ES;2;1;8;0;5;0;0;0;1
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;GO;167;39;3387;19;1384;47;6;4;621
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;GO;1939;268;1223;188;1266;79;13;19;137
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;GO;225;44;826;44;819;25;2;6;170
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;GO;16;3;28;2;19;4;2;0;13
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;MA;11;10;896;3;465;1;3;0;240
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;MA;207;37;272;41;291;7;4;4;13
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;MA;54;17;455;11;279;6;3;1;99
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;MA;16;0;15;0;13;5;0;0;5
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;MG;146;42;5931;28;2824;11;3;4;1752
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;MG;966;196;1167;202;1234;34;8;13;91
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;MG;302;61;1754;60;1219;39;5;5;289
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;MG;23;4;73;4;47;4;1;2;22
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;MS;172;18;2733;10;1337;28;1;2;715
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;MS;430;96;513;44;416;21;3;4;49
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;MS;112;23;725;18;394;25;2;1;160
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;MS;6;0;16;0;10;1;0;0;1
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;MT;246;85;4826;29;2017;24;12;5;1359
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;MT;2197;278;1372;153;1030;77;15;11;115
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;MT;515;85;1609;68;1141;79;5;14;230
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;MT;13;1;62;0;26;4;0;0;32
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;PA;1;1;539;6;385;0;0;1;194
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;PA;205;49;284;87;583;5;2;10;38
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;PA;91;26;238;19;237;4;2;0;36
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;PA;0;1;6;0;6;0;0;0;0
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;PB;10;0;627;2;302;1;0;0;120
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;PB;36;8;68;13;86;2;0;0;1
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;PB;38;4;189;13;147;7;0;0;38
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;PB;0;0;3;0;5;0;0;0;0
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;PE;7;5;685;3;426;0;2;0;224
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;PE;81;12;181;28;146;2;2;4;34
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;PE;83;11;432;14;206;11;3;2;72
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;PE;3;0;13;0;5;0;0;0;6
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;PI;6;3;234;3;121;0;0;0;54
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;PI;45;7;66;3;52;0;0;1;13
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;PI;31;4;105;8;91;2;1;1;27
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;PI;1;1;4;0;2;1;0;0;3
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;PR;8073;1978;59173;1885;58709;466;109;95;10603
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;PR;1732;408;1942;272;1991;71;17;17;72
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;PR;2964;569;15163;420;10319;362;69;51;2103
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;PR;200;28;428;30;345;30;2;6;108
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;RJ;745;135;7641;54;4857;72;7;1;1323
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;RJ;57;22;134;22;145;1;3;2;12
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;RJ;466;84;1973;71;1361;73;6;8;399
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;RJ;21;2;24;2;26;3;0;0;10
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;RN;14;1;535;4;225;1;0;1;65
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;RN;37;9;36;17;47;1;0;2;6
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;RN;35;7;248;8;184;4;1;1;23
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;RN;3;0;5;0;2;0;0;0;0
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;RO;20;6;1275;10;1371;3;0;2;261
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;RO;459;46;319;26;201;21;3;4;157
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;RO;111;17;779;24;695;13;1;5;88
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;RO;12;1;31;0;23;1;0;0;5
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;RR;0;0;46;1;48;0;0;0;9
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;RR;35;6;61;25;121;3;0;1;2
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;RR;13;5;26;5;42;0;1;0;5
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;RR;0;0;1;0;0;0;0;0;0
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;RS;277;72;4741;38;2649;15;7;0;1204
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;RS;2540;514;3126;355;2465;184;34;32;287
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;RS;391;63;1338;63;816;42;8;5;159
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;RS;58;4;140;3;56;10;1;0;66
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;SC;4278;1020;22657;691;23663;223;26;37;4073
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;SC;2125;482;2665;226;1615;132;20;24;191
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;SC;1449;335;3935;261;2881;128;25;26;616
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;SC;52;6;103;7;64;10;1;0;40
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;SE;1;0;92;0;47;0;0;0;19
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;SE;185;15;147;22;313;16;0;3;29
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;SE;32;1;64;3;78;4;0;1;7
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;SP;2426;357;37127;492;23528;215;24;37;10160
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;SP;2237;389;2614;319;2257;168;15;29;193
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;SP;2295;422;9675;359;5191;279;45;31;1779
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;SP;86;6;178;5;92;27;1;1;77
202409;84911098;ADEMICON ADM CONS S.A.                                      ;1;TO;8;3;218;1;67;2;0;0;84
202409;84911098;ADEMICON ADM CONS S.A.                                      ;2;TO;166;28;265;34;316;3;3;3;7
202409;84911098;ADEMICON ADM CONS S.A.                                      ;3;TO;31;9;113;7;74;3;1;1;22
202409;84911098;ADEMICON ADM CONS S.A.                                      ;6;TO;0;0;2;0;0;0;0;0;2
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;AL;0;0;0;1;0;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;BA;0;0;1;3;0;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;MS;0;0;1;0;0;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;MT;1;0;0;0;0;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;PA;0;0;0;1;2;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;PR;32;17;162;150;141;3;0;2;33
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;PR;47;14;78;42;91;3;1;3;15
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;4;PR;15;18;47;43;11;3;0;0;6
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;PR;52;8;113;14;50;7;2;0;43
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;RJ;0;0;0;0;1;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;RN;0;0;0;2;0;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;RO;0;0;1;0;0;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;RS;5;2;44;21;76;1;0;1;17
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;RS;23;4;15;24;40;0;0;2;5
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;4;RS;20;3;12;29;4;0;0;0;2
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;RS;5;3;8;9;18;0;0;3;3
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;SC;236;190;986;1509;1528;6;3;23;111
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;SC;419;140;589;375;686;34;7;18;92
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;4;SC;225;131;239;452;117;10;6;3;30
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;SC;174;58;355;91;275;15;7;9;63
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;1;SP;1;1;1;10;3;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;3;SP;0;0;0;1;1;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;4;SP;1;0;0;1;0;0;0;0;0
202409;85322204;GLOBO ADM. CONS. LTDA.                                      ;6;SP;0;0;1;0;0;0;0;0;1
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;AC;11;29;26;20;1;0;3;0;2
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;AC;5;3;1;4;0;0;0;1;1
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;AL;11;30;29;19;1;0;5;0;12
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;AL;22;8;14;18;0;0;0;1;4
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;AM;29;15;47;7;1;1;1;0;8
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;AM;9;2;14;2;0;3;1;0;2
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;AP;19;11;12;10;0;0;0;1;0
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;AP;1;6;0;3;0;0;1;0;0
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;BA;284;222;280;206;28;8;14;6;31
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;BA;161;40;78;98;26;3;1;3;9
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;CE;59;146;137;47;2;1;15;3;10
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;CE;63;12;41;10;0;0;1;0;8
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;DF;23;17;17;16;0;0;1;0;1
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;DF;11;5;7;3;1;2;1;0;3
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;ES;68;173;124;47;6;8;12;2;9
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;ES;37;14;27;19;1;1;1;0;2
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;GO;118;92;160;56;5;3;11;3;17
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;GO;27;12;14;15;2;2;0;0;4
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;MA;118;105;186;105;10;4;11;2;24
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;MA;35;12;42;39;3;1;1;0;4
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;MG;551;364;376;204;14;19;20;8;39
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;MG;284;74;85;81;10;13;3;4;23
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;MS;98;100;102;52;7;2;8;2;12
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;MS;55;12;31;17;8;0;1;0;1
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;MT;174;204;222;140;11;3;15;4;9
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;MT;71;25;40;44;5;1;1;1;7
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PA;200;239;202;197;11;2;14;2;13
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PA;86;38;67;48;11;2;3;2;4
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PB;20;51;42;26;6;1;3;2;4
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PB;12;3;5;5;0;0;0;0;0
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PE;180;114;169;141;15;6;7;4;11
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PE;110;52;85;123;9;4;5;1;5
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PI;16;12;35;11;2;0;1;0;2
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PI;4;1;5;8;1;0;0;0;1
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;PR;240;312;407;112;4;11;27;3;32
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;PR;89;42;105;72;12;5;6;4;13
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RJ;335;156;246;204;15;13;13;4;34
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RJ;140;66;156;146;16;6;4;5;17
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RN;10;17;33;26;2;0;2;0;0
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RN;2;2;0;14;0;0;0;0;0
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RO;90;171;144;78;3;3;13;0;19
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RO;30;9;20;23;6;2;1;0;2
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RR;7;3;11;1;0;0;1;0;3
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RR;2;0;8;1;0;0;0;0;4
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;RS;135;200;203;91;24;9;13;1;7
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;RS;46;15;24;13;0;0;0;2;2
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;SC;144;236;248;78;2;6;16;1;29
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;SC;64;44;58;41;1;0;3;2;6
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;SE;8;32;40;22;1;0;3;3;0
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;SE;4;4;2;2;0;1;0;0;0
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;SP;656;452;692;203;1163;25;40;2;58
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;SP;170;55;166;123;582;3;1;2;20
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;2;TO;36;19;16;12;0;0;1;0;0
202409;87433413;PORTOBENS ADM CONS LTDA                                     ;3;TO;14;4;6;5;0;0;1;1;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;AC;0;0;0;0;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;AM;0;0;0;0;3;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;AP;0;0;1;0;0;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;AP;1;0;0;0;0;1;0;0;1
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;BA;1;1;3;0;1;0;0;0;3
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;BA;2;1;4;0;0;0;0;0;4
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;CE;0;0;1;0;2;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;CE;0;0;1;0;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;DF;0;0;4;0;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;DF;0;0;0;1;0;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;ES;0;0;0;1;3;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;ES;0;0;0;1;0;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;GO;1;0;0;0;4;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;GO;1;1;2;8;19;0;0;1;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;MA;0;0;0;0;2;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;MA;1;0;0;0;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;MG;0;0;1;0;20;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;MG;1;0;3;0;3;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;MS;0;0;1;1;9;0;0;1;1
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;MS;0;1;1;1;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;MT;0;0;1;1;2;0;0;0;1
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;MT;3;0;0;0;3;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PA;0;0;1;0;3;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;PA;0;0;0;0;3;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PB;0;0;0;0;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;PB;0;0;1;0;0;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PE;0;0;0;0;2;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;PE;2;3;2;1;1;0;0;0;1
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PI;0;0;0;0;5;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;PR;12;4;57;11;87;2;0;0;13
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;PR;31;27;32;31;84;1;2;3;1
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;RJ;0;0;2;0;2;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;RJ;0;2;0;0;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;RN;0;0;0;0;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;RO;0;0;1;0;5;0;0;0;1
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;RO;0;0;0;0;2;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;RR;0;0;0;0;4;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;RS;347;256;686;536;2624;15;11;41;118
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;RS;854;519;1406;589;1458;70;29;59;149
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;SC;53;61;192;230;856;1;1;25;50
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;SC;89;70;109;67;180;7;5;4;9
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;SE;0;0;0;0;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;SE;0;0;0;0;1;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;SP;0;1;3;5;40;0;0;0;1
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;SP;5;1;2;1;12;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;1;TO;0;0;0;0;3;0;0;0;0
202409;87636635;SPONCHIADO ADM CONSÓRCIOS LTDA.                             ;3;TO;0;1;0;0;7;0;0;0;0
202409;87852273;SINOSSERRA ADM CONSÓRCIOS S.A.                              ;1;BA;0;1;1;1;6;0;0;0;0
202409;87852273;SINOSSERRA ADM CONSÓRCIOS S.A.                              ;3;BA;2;2;1;0;1;0;0;0;0
202409;87852273;SINOSSERRA ADM CONSÓRCIOS S.A.                              ;1;CE;2;0;1;0;0;0;0;0;0
202409;87852273;SINOSSERRA ADM CONSÓRCIOS S.A.                              ;1;DF;0;1;0;0;11;0;0;0;0
202409;87852273;SINOSSERRA ADM CONSÓRCIOS S.A.                              ;3;DF;0;0;2;0;0;0;0;0;0
202409;87852273;SINOSSERRA ADM CONSÓRCIOS S.A.                              ;1;GO;1;0;5;0;15;0;0;0;0
202409;87852273;SINOSSERRA ADM CONSÓRCIOS S.A.                              ;1;MA;0;0;0;0;3;0;0;0;0
202409;87852273;SINOSSERRA ADM CONSÓRCIOS S.A.                              ;1;MG;2;2;1;0;18;0;0;0;0
